"Indicator","PUBLISH STATES","Year","WHO region","Country","Sex","Display Value","Numeric","Low","High","Comments"
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2010","Americas","Jamaica","Female","6.7 [3.6-9.9]","6.70000","3.60000","9.90000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2012","Americas","Jamaica","Female","6.4 [3.4-9.7]","6.40000","3.40000","9.70000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2020","Americas","Mexico","Female","5.3 [3.8-7.1]","5.30000","3.80000","7.10000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2000","Americas","Peru","Female","9.7 [6.3-13.2]","9.70000","6.30000","13.20000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2000","Americas","Paraguay","Female","14.9 [10.9-19.3]","14.90000","10.90000","19.30000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2005","Americas","Paraguay","Female","12.0 [9.1-15.3]","12.00000","9.10000","15.30000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2000","Americas","United States of America","Female","23.0 [18.5-27.3]","23.00000","18.50000","27.30000","Cigarettes only"
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2012","Americas","United States of America","Female","16.3 [13.6-19.6]","16.30000","13.60000","19.60000","Cigarettes only"
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2012","Eastern Mediterranean","Bahrain","Male","40.1 [28.2-51.4]","40.10000","28.20000","51.40000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2025","Eastern Mediterranean","Egypt","Male","63.1 [31.4-94.2]","63.10000","31.40000","94.20000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2020","Eastern Mediterranean","Iran (Islamic Republic of)","Male","19.4 [11.2-28.0]","19.40000","11.20000","28.00000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2005","Eastern Mediterranean","Morocco","Male","36.4 [28.6-44.1]","36.40000","28.60000","44.10000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2012","Eastern Mediterranean","Morocco","Male","42.5 [29.2-55.3]","42.50000","29.20000","55.30000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2010","Eastern Mediterranean","Oman","Male","17.5 [11.1-24.4]","17.50000","11.10000","24.40000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2015","Eastern Mediterranean","Oman","Male","21.0 [10.5-32.4]","21.00000","10.50000","32.40000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2020","Eastern Mediterranean","Oman","Male","25.4 [9.5-43.2]","25.40000","9.50000","43.20000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2012","Eastern Mediterranean","Pakistan","Male","40.6 [30.1-52.4]","40.60000","30.10000","52.40000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2015","Eastern Mediterranean","Pakistan","Male","41.9 [29.7-57.3]","41.90000","29.70000","57.30000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2020","Eastern Mediterranean","Pakistan","Male","43.9 [26.0-64.8]","43.90000","26.00000","64.80000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2000","Eastern Mediterranean","Egypt","Female","1.2 [0.6-1.8]","1.20000","0.60000","1.80000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2000","Eastern Mediterranean","Iran (Islamic Republic of)","Female","5.8 [3.8-8.1]","5.80000","3.80000","8.10000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2012","Eastern Mediterranean","Iran (Islamic Republic of)","Female","1.1 [0.8-1.5]","1.10000","0.80000","1.50000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2012","Eastern Mediterranean","Jordan","Female","10.0 [6.6-13.9]","10.00000","6.60000","13.90000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2015","Eastern Mediterranean","Jordan","Female","10.7 [6.8-15.3]","10.70000","6.80000","15.30000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2020","Eastern Mediterranean","Jordan","Female","12.1 [6.7-18.1]","12.10000","6.70000","18.10000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2012","Eastern Mediterranean","Lebanon","Female","29.4 [22.3-37.2]","29.40000","22.30000","37.20000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2025","Eastern Mediterranean","Morocco","Female","0.7 [0.2-1.4]","0.70000","0.20000","1.40000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2020","Eastern Mediterranean","Oman","Female","1.1 [0.3-2.1]","1.10000","0.30000","2.10000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2025","Eastern Mediterranean","Oman","Female","1.3 [0.2-2.5]","1.30000","0.20000","2.50000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2000","Eastern Mediterranean","Saudi Arabia","Female","3.5 [2.3-4.8]","3.50000","2.30000","4.80000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2012","Eastern Mediterranean","Saudi Arabia","Female","3.0 [1.6-4.7]","3.00000","1.60000","4.70000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2010","Europe","Albania","Male","53.1 [42.8-65.4]","53.10000","42.80000","65.40000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2015","Europe","Andorra","Male","37.2 [24.2-49.1]","37.20000","24.20000","49.10000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2020","Europe","Andorra","Male","35.6 [22.3-52.4]","35.60000","22.30000","52.40000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2015","Europe","Armenia","Male","52.3 [41.9-63.2]","52.30000","41.90000","63.20000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2025","Europe","Armenia","Male","44.6 [32.1-59.1]","44.60000","32.10000","59.10000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2000","Europe","Azerbaijan","Male","58.6 [34.0-100.0]","58.60000","34.00000","100.00000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2000","Europe","Belgium","Male","35.6 [23.8-48.1]","35.60000","23.80000","48.10000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2015","Europe","Bulgaria","Male","42.4 [32.5-54.6]","42.40000","32.50000","54.60000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2012","Europe","Bosnia and Herzegovina","Male","49.0 [37.1-64.5]","49.00000","37.10000","64.50000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2000","Europe","Switzerland","Male","35.0 [29.2-41.3]","35.00000","29.20000","41.30000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2000","Europe","Czech Republic","Male","40.7 [33.4-49.5]","40.70000","33.40000","49.50000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2000","Europe","Germany","Male","38.4 [31.3-45.2]","38.40000","31.30000","45.20000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2010","Europe","Germany","Male","34.3 [28.1-40.7]","34.30000","28.10000","40.70000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2012","Europe","Germany","Male","33.6 [27.1-40.4]","33.60000","27.10000","40.40000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2012","Europe","Denmark","Male","21.0 [16.4-25.4]","21.00000","16.40000","25.40000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2015","Europe","Spain","Male","31.3 [24.1-38.2]","31.30000","24.10000","38.20000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2020","Europe","Estonia","Male","37.5 [27.7-49.4]","37.50000","27.70000","49.40000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2000","Europe","United Kingdom of Great Britain and Northern Ireland","Male","31.3 [24.6-37.9]","31.30000","24.60000","37.90000","Cigarettes only"
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2005","Europe","Georgia","Male","61.4 [49.2-74.8]","61.40000","49.20000","74.80000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2012","Europe","Georgia","Male","58.6 [44.0-72.3]","58.60000","44.00000","72.30000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2010","Europe","Greece","Male","55.6 [41.5-73.8]","55.60000","41.50000","73.80000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2020","Europe","Greece","Male","49.7 [31.3-69.7]","49.70000","31.30000","69.70000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2020","Europe","Croatia","Male","39.3 [26.3-54.1]","39.30000","26.30000","54.10000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2025","Europe","Croatia","Male","39.3 [23.2-59.2]","39.30000","23.20000","59.20000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2020","Europe","Hungary","Male","28.3 [20.2-38.6]","28.30000","20.20000","38.60000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2025","Europe","Ireland","Male","17.8 [8.4-28.4]","17.80000","8.40000","28.40000","Cigarettes only"
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2005","Europe","Israel","Male","42.5 [32.7-52.3]","42.50000","32.70000","52.30000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2010","Europe","Israel","Male","41.8 [32.3-55.3]","41.80000","32.30000","55.30000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2015","Europe","Italy","Male","28.3 [23.6-33.9]","28.30000","23.60000","33.90000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2012","Europe","Kazakhstan","Male","46.3 [35.7-57.9]","46.30000","35.70000","57.90000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2025","Europe","Kazakhstan","Male","37.2 [20.4-54.5]","37.20000","20.40000","54.50000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2015","Europe","Kyrgyzstan","Male","50.4 [38.1-62.9]","50.40000","38.10000","62.90000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2000","Europe","Lithuania","Male","53.1 [42.9-65.4]","53.10000","42.90000","65.40000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2005","Europe","Lithuania","Male","47.3 [38.6-56.5]","47.30000","38.60000","56.50000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2025","Europe","Lithuania","Male","31.0 [18.4-44.1]","31.00000","18.40000","44.10000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2005","Europe","Luxembourg","Male","31.1 [24.5-37.9]","31.10000","24.50000","37.90000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2010","Europe","Luxembourg","Male","28.4 [22.2-35.2]","28.40000","22.20000","35.20000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2000","Europe","Norway","Male","43.1 [35.6-50.4]","43.10000","35.60000","50.40000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2010","Europe","Norway","Male","28.0 [23.3-32.0]","28.00000","23.30000","32.00000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2012","Europe","Poland","Male","34.9 [27.7-42.1]","34.90000","27.70000","42.10000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2015","Europe","Portugal","Male","31.5 [23.3-42.2]","31.50000","23.30000","42.20000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2012","Europe","Romania","Male","39.5 [31.2-47.9]","39.50000","31.20000","47.90000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2015","Europe","Romania","Male","36.9 [27.9-46.6]","36.90000","27.90000","46.60000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2000","Europe","Serbia","Male","54.6 [42.5-68.6]","54.60000","42.50000","68.60000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2025","Europe","Serbia","Male","37.9 [25.0-55.7]","37.90000","25.00000","55.70000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2012","Europe","Sweden","Male","22.3 [18.4-26.3]","22.30000","18.40000","26.30000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2025","Europe","Turkey","Male","30.7 [20.5-42.6]","30.70000","20.50000","42.60000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2015","Europe","Ukraine","Male","49.4 [40.1-59.8]","49.40000","40.10000","59.80000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2000","Europe","Uzbekistan","Male","30.1 [20.7-43.1]","30.10000","20.70000","43.10000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2025","Europe","Uzbekistan","Male","22.7 [9.1-36.9]","22.70000","9.10000","36.90000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2000","Europe","Albania","Female","11.6 [8.4-14.9]","11.60000","8.40000","14.90000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2005","Europe","Albania","Female","10.1 [7.4-12.6]","10.10000","7.40000","12.60000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2010","Europe","Andorra","Female","28.8 [20.9-38.1]","28.80000","20.90000","38.10000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2005","Europe","Armenia","Female","2.2 [1.8-2.7]","2.20000","1.80000","2.70000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2010","Europe","Armenia","Female","1.8 [1.5-2.3]","1.80000","1.50000","2.30000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2020","Europe","Austria","Female","33.3 [17.8-49.2]","33.30000","17.80000","49.20000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2025","Europe","Azerbaijan","Female","0.3 [0.1-0.6]","0.30000","0.10000","0.60000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2000","Europe","Belgium","Female","24.3 [15.7-34.6]","24.30000","15.70000","34.60000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2025","Europe","Belgium","Female","17.8 [8.6-26.4]","17.80000","8.60000","26.40000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2025","Europe","Bulgaria","Female","22.1 [12.0-34.6]","22.10000","12.00000","34.60000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2012","Europe","Belarus","Female","11.0 [9.0-13.6]","11.00000","9.00000","13.60000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2010","Europe","Switzerland","Female","21.7 [18.0-25.4]","21.70000","18.00000","25.40000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2020","Europe","Switzerland","Female","18.1 [13.9-22.6]","18.10000","13.90000","22.60000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2012","Europe","Czech Republic","Female","28.9 [23.0-35.1]","28.90000","23.00000","35.10000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2010","Europe","Spain","Female","28.6 [22.6-33.9]","28.60000","22.60000","33.90000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2010","Europe","Estonia","Female","25.6 [21.3-31.3]","25.60000","21.30000","31.30000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2012","Europe","Estonia","Female","25.4 [20.3-31.0]","25.40000","20.30000","31.00000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2012","Europe","Finland","Female","19.6 [16.1-23.4]","19.60000","16.10000","23.40000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2020","Europe","Finland","Female","16.7 [12.9-21.0]","16.70000","12.90000","21.00000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2015","Europe","France","Female","25.6 [18.0-34.4]","25.60000","18.00000","34.40000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2025","Europe","United Kingdom of Great Britain and Northern Ireland","Female","13.7 [8.4-19.7]","13.70000","8.40000","19.70000","Cigarettes only"
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2005","Europe","Georgia","Female","6.2 [4.9-7.6]","6.20000","4.90000","7.60000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2025","Europe","Georgia","Female","5.3 [2.9-8.1]","5.30000","2.90000","8.10000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2010","Europe","Greece","Female","35.2 [22.8-51.0]","35.20000","22.80000","51.00000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2005","Europe","Croatia","Female","29.6 [23.6-36.7]","29.60000","23.60000","36.70000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2010","Europe","Hungary","Female","27.5 [21.3-34.2]","27.50000","21.30000","34.20000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2012","Europe","Ireland","Female","23.5 [17.7-30.2]","23.50000","17.70000","30.20000","Cigarettes only"
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2000","Europe","Israel","Female","22.8 [15.8-28.8]","22.80000","15.80000","28.80000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2005","Europe","Italy","Female","20.1 [17.0-23.5]","20.10000","17.00000","23.50000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2012","Europe","Kazakhstan","Female","9.7 [6.8-12.3]","9.70000","6.80000","12.30000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2005","Europe","Kyrgyzstan","Female","4.4 [3.1-5.7]","4.40000","3.10000","5.70000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2012","Europe","Kyrgyzstan","Female","3.8 [2.5-5.0]","3.80000","2.50000","5.00000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2015","Europe","Kyrgyzstan","Female","3.6 [2.4-5.1]","3.60000","2.40000","5.10000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2015","Europe","Lithuania","Female","22.2 [15.6-28.8]","22.20000","15.60000","28.80000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2025","Europe","Lithuania","Female","23.6 [12.4-34.9]","23.60000","12.40000","34.90000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2015","Europe","Luxembourg","Female","21.4 [15.2-28.2]","21.40000","15.20000","28.20000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2000","Europe","Latvia","Female","25.0 [19.6-29.2]","25.00000","19.60000","29.20000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2020","Europe","Latvia","Female","24.2 [16.7-32.0]","24.20000","16.70000","32.00000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2025","Europe","Latvia","Female","24.1 [15.7-34.0]","24.10000","15.70000","34.00000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2005","Europe","Malta","Female","24.3 [18.9-30.3]","24.30000","18.90000","30.30000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2010","Europe","Malta","Female","22.0 [16.8-27.7]","22.00000","16.80000","27.70000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2005","Europe","Netherlands","Female","28.1 [23.2-33.1]","28.10000","23.20000","33.10000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2015","Europe","Norway","Female","22.1 [18.4-26.5]","22.10000","18.40000","26.50000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2020","Europe","Norway","Female","18.1 [14.5-22.4]","18.10000","14.50000","22.40000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2000","Europe","Poland","Female","37.9 [27.0-48.5]","37.90000","27.00000","48.50000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2005","Europe","Portugal","Female","14.9 [10.6-19.4]","14.90000","10.60000","19.40000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2000","Europe","Romania","Female","27.4 [21.3-35.0]","27.40000","21.30000","35.00000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2005","Europe","Romania","Female","25.6 [20.8-31.1]","25.60000","20.80000","31.10000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2012","Europe","Romania","Female","23.4 [18.5-28.4]","23.40000","18.50000","28.40000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2005","Europe","Russian Federation","Female","22.1 [17.6-26.7]","22.10000","17.60000","26.70000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2025","Europe","Slovakia","Female","15.9 [6.1-28.7]","15.90000","6.10000","28.70000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2010","Europe","Turkey","Female","14.4 [11.8-17.1]","14.40000","11.80000","17.10000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2005","Europe","Ukraine","Female","15.1 [12.5-18.0]","15.10000","12.50000","18.00000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2012","Europe","Uzbekistan","Female","1.3 [0.7-2.0]","1.30000","0.70000","2.00000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2012","South-East Asia","Bangladesh","Male","43.7 [34.4-51.9]","43.70000","34.40000","51.90000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2015","South-East Asia","Bangladesh","Male","39.8 [30.6-50.1]","39.80000","30.60000","50.10000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2020","South-East Asia","Indonesia","Male","82.7 [62.5-100.0]","82.70000","62.50000","100.00000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2025","South-East Asia","India","Male","14.7 [6.4-25.1]","14.70000","6.40000","25.10000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2000","South-East Asia","Sri Lanka","Male","31.5 [24.6-39.7]","31.50000","24.60000","39.70000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2005","South-East Asia","Sri Lanka","Male","30.2 [24.3-36.2]","30.20000","24.30000","36.20000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2012","South-East Asia","Nepal","Male","38.7 [31.5-48.5]","38.70000","31.50000","48.50000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2015","South-East Asia","Nepal","Male","37.1 [29.0-47.3]","37.10000","29.00000","47.30000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2015","South-East Asia","Thailand","Male","41.4 [34.8-49.7]","41.40000","34.80000","49.70000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2025","South-East Asia","Thailand","Male","38.3 [29.8-48.3]","38.30000","29.80000","48.30000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2000","South-East Asia","Indonesia","Female","6.0 [4.5-7.6]","6.00000","4.50000","7.60000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2025","South-East Asia","Indonesia","Female","2.6 [1.5-3.8]","2.60000","1.50000","3.80000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2000","South-East Asia","India","Female","7.3 [4.7-9.9]","7.30000","4.70000","9.90000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2005","South-East Asia","India","Female","4.6 [3.6-5.8]","4.60000","3.60000","5.80000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2010","South-East Asia","India","Female","2.9 [2.3-3.6]","2.90000","2.30000","3.60000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2010","South-East Asia","Myanmar","Female","8.6 [5.2-12.6]","8.60000","5.20000","12.60000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2015","South-East Asia","Myanmar","Female","6.4 [3.3-10.1]","6.40000","3.30000","10.10000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2025","South-East Asia","Thailand","Female","1.9 [1.2-2.5]","1.90000","1.20000","2.50000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2000","Western Pacific","Australia","Male","27.1 [21.8-32.2]","27.10000","21.80000","32.20000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2005","Western Pacific","Fiji","Male","46.4 [25.4-69.0]","46.40000","25.40000","69.00000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2010","Western Pacific","Fiji","Male","42.3 [19.3-64.9]","42.30000","19.30000","64.90000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2020","Western Pacific","Japan","Male","29.2 [20.5-38.4]","29.20000","20.50000","38.40000","Cigarettes only"
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2010","Western Pacific","Republic of Korea","Male","53.3 [37.6-69.4]","53.30000","37.60000","69.40000","Cigarettes only"
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2000","Western Pacific","Lao People's Democratic Republic","Male","74.2 [56.4-93.7]","74.20000","56.40000","93.70000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2005","Western Pacific","Lao People's Democratic Republic","Male","67.6 [52.5-81.6]","67.60000","52.50000","81.60000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2010","Western Pacific","Lao People's Democratic Republic","Male","61.7 [48.9-75.4]","61.70000","48.90000","75.40000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2012","Western Pacific","Lao People's Democratic Republic","Male","59.8 [45.1-74.2]","59.80000","45.10000","74.20000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2012","Western Pacific","Mongolia","Male","49.3 [39.0-60.1]","49.30000","39.00000","60.10000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2015","Western Pacific","Mongolia","Male","47.7 [36.0-59.0]","47.70000","36.00000","59.00000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2010","Western Pacific","Malaysia","Male","46.2 [33.0-58.4]","46.20000","33.00000","58.40000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2012","Western Pacific","Malaysia","Male","44.9 [31.7-59.9]","44.90000","31.70000","59.90000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2025","Western Pacific","Malaysia","Male","37.8 [17.8-65.7]","37.80000","17.80000","65.70000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2025","Western Pacific","Philippines","Male","35.6 [22.0-48.9]","35.60000","22.00000","48.90000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2000","Western Pacific","Singapore","Male","27.4 [22.2-34.2]","27.40000","22.20000","34.20000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2010","Western Pacific","Singapore","Male","27.6 [21.9-34.2]","27.60000","21.90000","34.20000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2005","Western Pacific","Tonga","Male","51.8 [41.9-63.3]","51.80000","41.90000","63.30000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2010","Western Pacific","Tonga","Male","49.3 [36.7-60.1]","49.30000","36.70000","60.10000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2012","Western Pacific","Tonga","Male","48.4 [36.2-59.7]","48.40000","36.20000","59.70000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2015","Western Pacific","Viet Nam","Male","47.1 [35.7-58.5]","47.10000","35.70000","58.50000",""
